"symbol","update_date","company_name","last_sale","net_change","percent_change","market_cap_m","volume_t","ipo_year","country","sector","industry","bnw_symbol","zck_symbol","prn_symbol","update_time"
"SSY","2022-05-09","SunLink Health Systems Inc. Common Stock",1.15,-0.03,-2.553,7,34,NULL,"United States","Health Care","Medical/Nursing Services","SSY","SSY","SSY","16:30:02"
"STXS","2022-05-09","Stereotaxis Inc. Common Stock",2.01,-0.17,-7.798,150,790,NULL,"United States","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","STXS","STXS","STXS","16:30:02"
"SVM","2022-05-09","Silvercorp Metals Inc. Common Shares",2.65,-0.27,-9.247,469,2022,NULL,"","","","SVM","SVM","SVM","16:30:02"
"SVT","2022-05-09","Servotronics Inc. Common Stock",10.6,0.0,0.0,26,0,NULL,"United States","Consumer Durables","Metal Fabrications","SVT","SVT","SVT","16:30:02"
"TELL","2022-05-09","Tellurian Inc. Common Stock",3.96,-0.47,-10.609,2250,25145,NULL,"United States","Energy","Oil & Gas Production","TELL","TELL","TELL","16:30:02"
"TELZ","2022-05-09","Tellurian Inc. 8.25% Senior Notes due 2028",23.05,-0.32,-1.385,0,4,NULL,"United States","","","TELZ","TELZ","TELZ","16:30:02"
"TGB","2022-05-09","Taseko Mines Ltd. Common Stock",1.55,-0.17,-9.884,443,3943,NULL,"Canada","","","TGB","TGB","TGB","16:30:02"
"TKAT","2022-05-09","Takung Art Co. Ltd. Common Stock",1.9,-0.05,-2.564,45,499,NULL,"","Consumer Services","Catalog/Specialty Distribution","TKAT","TKAT","TKAT","16:30:02"
"TMP","2022-05-09","Tompkins Financial Corporation Common Stock",74.47,0.53,0.717,1078,33,NULL,"United States","Finance","Major Banks","TMP","TMP","TMP","16:30:02"
"TMQ","2022-05-09","Trilogy Metals Inc. Common Stock",0.88,-0.08,-8.333,128,367,NULL,"Canada","","","TMQ","TMQ","TMQ","16:30:02"
"TPHS","2022-05-09","Trinity Place Holdings Inc. Common Stock",1.2,-0.1,-7.692,44,30,NULL,"","Consumer Services","Real Estate","TPHS","TPHS","TPHS","16:30:02"
"TRT","2022-05-09","Trio-Tech International Common Stock",4.75,-0.4,-7.767,18,23,NULL,"United States","Technology","Industrial Machinery/Components","TRT","TRT","TRT","16:30:02"
"UAVS","2022-05-09","AgEagle Aerial Systems Inc. Common Stock",0.79,-0.05,-5.862,64,1093,NULL,"United States","","","UAVS","UAVS","UAVS","16:30:02"
"UEC","2022-05-09","Uranium Energy Corp. Common Stock",3.48,-0.65,-15.738,984,16354,NULL,"Canada","Basic Industries","Other Metals and Minerals","UEC","UEC","UEC","16:30:02"
"UFAB","2022-05-09","Unique Fabricating Inc. Common Stock",1.35,-0.04,-2.871,15,23,2015,"United States","Capital Goods","Auto Parts:O.E.M.","UFAB","UFAB","UFAB","16:30:02"
"URG","2022-05-09","Ur Energy Inc Common Shares (Canada)",1.16,-0.13,-10.078,254,2369,NULL,"Canada","","","URG","URG","URG","16:30:02"
"UUU","2022-05-09","Universal Security Instruments Inc. Common Stock",2.95,-0.05,-1.667,6,17,NULL,"United States","Miscellaneous","Diversified Manufacture","UUU","UUU","UUU","16:30:02"
"UUUU","2022-05-09","Energy Fuels Inc Ordinary Shares (Canada)",5.86,-1.05,-15.195,921,7539,NULL,"","","","UUUU","UUUU","UUUU","16:30:02"
"VGZ","2022-05-09","Vista Gold Corp Common Stock",0.78,-0.02,-1.898,91,335,NULL,"United States","","","VGZ","VGZ","VGZ","16:30:02"
"VHAQ","2022-05-09","Viveon Health Acquisition Corp. Common Stock",10.22,0.0,0.0,102,0,2021,"","Finance","Diversified Financial Service","VHAQ","VHAQ","VHAQ","16:30:02"
"VINE","2022-05-09","Fresh Vine Wine Inc. Common Stock",3.2,0.07,2.236,39,17,2021,"","Consumer Non-Durables","Beverages (Production/Distribution)","VINE","VINE","VINE","16:30:02"
"VKI","2022-05-09","Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)",9.26,-0.04,-0.43,411,122,NULL,"United States","Finance","Finance Companies","VKI","VKI","VKI","16:30:02"
"VNRX","2022-05-09","VolitionRX Limited Common Stock",2.5,-0.14,-5.303,134,170,2015,"Singapore","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","VNRX","VNRX","VNRX","16:30:02"
"VZLA","2022-05-09","Vizsla Silver Corp. Common Shares",1.45,-0.23,-13.69,215,360,2022,"","","","VZLA","VZLA","VZLA","16:30:02"
"WBEV","2022-05-09","Winc Inc. Common Stock",2.6,-0.2,-7.143,34,18,2021,"","Consumer Non-Durables","Beverages (Production/Distribution)","WBEV","WBEV","WBEV","16:30:02"
"WLMS","2022-05-09","Williams Industrial Services Group Inc. Common Stock",1.48,-0.1,-6.329,38,43,2021,"","Capital Goods","Engineering & Construction","WLMS","WLMS","WLMS","16:30:02"
"WRN","2022-05-09","Western Copper and Gold Corporation Common Stock",1.6,-0.19,-10.615,242,461,2011,"Canada","","","WRN","WRN","WRN","16:30:02"
"WTT","2022-05-09","Wireless Telecom Group  Inc. Common Stock",1.56,0.01,0.645,35,3,NULL,"United States","Capital Goods","Telecommunications Equipment","WTT","WTT","WTT","16:30:02"
"WWR","2022-05-09","Westwater Resources Inc. Common Stock",1.09,-0.11,-9.167,44,1405,NULL,"United States","Basic Industries","Other Metals and Minerals","WWR","WWR","WWR","16:30:02"
"WYY","2022-05-09","WidePoint Corporation Common Stock",3.27,-0.13,-3.685,30,12,NULL,"United States","Technology","EDP Services","WYY","WYY","WYY","16:30:02"
"ZDGE","2022-05-09","Zedge Inc. Class B Common Stock ",4.59,-0.43,-8.566,66,113,2016,"","Technology","Internet and Information Services","ZDGE","ZDGE","ZDGE","16:30:02"
"AACG","2022-05-09","ATA Creativity Global American Depositary Shares",1.07,-0.07,-6.14,33,26,NULL,"China","Miscellaneous","Service to the Health Industry","AACG","AACG","AACG","16:30:03"
"AACI","2022-05-09","Armada Acquisition Corp. I Common Stock",9.86,0.0,0.0,204,3,2021,"United States","Finance","Diversified Financial Service","AACI","AACI","AACI","16:30:03"
"AACIU","2022-05-09","Armada Acquisition Corp. I Unit",9.98,0.02,0.201,0,0,2021,"United States","Finance","Diversified Financial Service","AACIU","AACIU","AACIU","16:30:03"
"AADI","2022-05-09","Aadi Bioscience Inc. Common Stock",12.96,-1.57,-10.805,271,137,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","AADI","AADI","AADI","16:30:03"
"AAL","2022-05-09","American Airlines Group Inc. Common Stock",16.32,-1.52,-8.52,10600,37711,NULL,"United States","Transportation","Air Freight/Delivery Services","AAL","AAL","AAL","16:30:03"
"AAME","2022-05-09","Atlantic American Corporation Common Stock",2.92,-0.07,-2.341,59,0,NULL,"United States","Finance","Life Insurance","AAME","AAME","AAME","16:30:03"
"AAOI","2022-05-09","Applied Optoelectronics Inc. Common Stock",2.21,-0.32,-12.648,60,456,2013,"United States","Technology","Semiconductors","AAOI","AAOI","AAOI","16:30:03"
"AAON","2022-05-09","AAON Inc. Common Stock",54.01,1.9,3.646,2839,335,NULL,"United States","Capital Goods","Industrial Machinery/Components","AAON","AAON","AAON","16:30:03"
"AAPL","2022-05-09","Apple Inc. Common Stock",152.44,-4.85,-3.08,2642817,130214,1980,"United States","Technology","Computer Manufacturing","AAPL","AAPL","AAPL","16:30:03"
"AATC","2022-05-09","Autoscope Technologies Corporation Common Stock",6.21,-0.12,-1.896,33,23,NULL,"United States","Capital Goods","Industrial Machinery/Components","AATC","AATC","AATC","16:30:03"
"AAWW","2022-05-09","Atlas Air Worldwide Holdings NEW Common Stock",69.66,-1.37,-1.929,1975,526,NULL,"United States","Transportation","Transportation Services","AAWW","AAWW","AAWW","16:30:03"
"ABCB","2022-05-09","Ameris Bancorp Common Stock",42.89,0.01,0.023,2978,350,1994,"United States","Finance","Major Banks","ABCB","ABCB","ABCB","16:30:03"
"ABCL","2022-05-09","AbCellera Biologics Inc. Common Shares",6.5,-0.94,-12.634,1849,2657,2020,"Canada","","","ABCL","ABCL","ABCL","16:30:03"
"ABCM","2022-05-09","Abcam plc American Depositary Shares",12.69,-1.15,-8.309,2905,216,2020,"United Kingdom","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","ABCM","ABCM","ABCM","16:30:03"
"ABGI","2022-05-09","ABG Acquisition Corp. I Class A Ordinary Shares",9.8,-0.01,-0.102,189,36,2021,"United States","Finance","Business Services","ABGI","ABGI","ABGI","16:30:03"
"ABIO","2022-05-09","ARCA biopharma Inc. Common Stock",2.29,-0.03,-1.293,32,93,NULL,"United States","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","ABIO","ABIO","ABIO","16:30:03"
"ABMD","2022-05-09","ABIOMED Inc. Common Stock",234.1,-23.44,-9.101,10662,553,NULL,"United States","Health Care","Medical/Dental Instruments","ABMD","ABMD","ABMD","16:30:03"
"ABNB","2022-05-09","Airbnb Inc. Class A Common Stock",119.49,-16.35,-12.036,71263,14314,2020,"United States","Transportation","Other Consumer Services","ABNB","ABNB","ABNB","16:30:03"
"ABOS","2022-05-09","Acumen Pharmaceuticals Inc. Common Stock",3.31,-0.33,-9.066,134,329,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ABOS","ABOS","ABOS","16:30:03"
"ABSI","2022-05-09","Absci Corporation Common Stock",4.29,-0.58,-11.91,398,523,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ABSI","ABSI","ABSI","16:30:03"
"ABST","2022-05-09","Absolute Software Corporation Common Stock",7.01,-0.13,-1.821,353,103,2020,"Canada","","","ABST","ABST","ABST","16:30:03"
"ABTX","2022-05-09","Allegiance Bancshares Inc. Common Stock",41.84,0.34,0.819,852,90,2015,"United States","Finance","Major Banks","ABTX","ABTX","ABTX","16:30:03"
"ABUS","2022-05-09","Arbutus Biopharma Corporation Common Stock",2.23,-0.3,-11.858,331,1431,NULL,"Canada","","","ABUS","ABUS","ABUS","16:30:03"
"ABVC","2022-05-09","ABVC BioPharma Inc. Common Stock",2.55,0.09,3.448,77,106,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ABVC","ABVC","ABVC","16:30:03"
"ACAB","2022-05-09","Atlantic Coastal Acquisition Corp. II Class A Common Stock",9.98,0.0,0.0,299,0,2022,"United States","Finance","Diversified Financial Service","ACAB","ACAB","ACAB","16:30:03"
"ACABU","2022-05-09","Atlantic Coastal Acquisition Corp. II Unit",10.07,0.04,0.399,0,1,2022,"United States","Finance","Diversified Financial Service","ACABU","ACABU","ACABU","16:30:03"
"ACAD","2022-05-09","ACADIA Pharmaceuticals Inc. Common Stock",16.39,-1.5,-8.361,2645,2534,2004,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ACAD","ACAD","ACAD","16:30:03"
"ACAH","2022-05-09","Atlantic Coastal Acquisition Corp. Class A Common Stock",9.79,-0.01,-0.102,422,7,2021,"United States","Finance","Diversified Financial Service","ACAH","ACAH","ACAH","16:30:03"
"ACAHU","2022-05-09","Atlantic Coastal Acquisition Corp. Unit",9.85,0.04,0.446,0,0,2021,"United States","Finance","Diversified Financial Service","ACAHU","ACAHU","ACAHU","16:30:03"
"ACAX","2022-05-09","Alset Capital Acquisition Corp. Class A Common Stock",9.83,-0.1,-1.007,110,163,2022,"United States","Finance","Diversified Financial Service","ACAX","ACAX","ACAX","16:30:03"
"ACB","2022-05-09","Aurora Cannabis Inc. Common Shares",2.53,-0.28,-9.964,543,6207,NULL,"Canada","","","ACB","ACB","ACB","16:30:03"
"ACCD","2022-05-09","Accolade Inc. Common Stock",5.45,-0.39,-6.678,366,1567,2020,"United States","Consumer Services","Interactive Media","ACCD","ACCD","ACCD","16:30:03"
"ACER","2022-05-09","Acer Therapeutics Inc. Common Stock (DE)",1.87,-0.22,-10.526,28,1320,NULL,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","ACER","ACER","ACER","16:30:03"
"ACET","2022-05-09","Adicet Bio Inc. Common Stock ",12.53,-2.47,-16.467,245,662,2018,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ACET","ACET","ACET","16:30:03"
"ACEV","2022-05-09","ACE Convergence Acquisition Corp. Class A Ordinary Shares",9.95,0.02,0.201,138,81,2020,"United States","Technology","Semiconductors","ACEV","ACEV","ACEV","16:30:03"
"ACEVU","2022-05-09","ACE Convergence Acquisition Corp. Unit",10.14,0.14,1.4,0,1,2020,"United States","Technology","Semiconductors","ACEVU","ACEVU","ACEVU","16:30:03"
"ACGL","2022-05-09","Arch Capital Group Ltd. Common Stock",45.22,-1.32,-2.836,16986,2176,NULL,"Bermuda","Finance","Property-Casualty Insurers","ACGL","ACGL","ACGL","16:30:03"
"ACGLN","2022-05-09","Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G",18.02,-0.21,-1.152,0,52,NULL,"Bermuda","Finance","Property-Casualty Insurers","ACGLN","ACGLN","ACGLN","16:30:03"
"ACGLO","2022-05-09","Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F",21.64,-0.46,-2.077,0,26,NULL,"Bermuda","Finance","Property-Casualty Insurers","ACGLO","ACGLO","ACGLO","16:30:03"
"ACHC","2022-05-09","Acadia Healthcare Company Inc. Common Stock",66.14,-4.31,-6.118,5987,891,NULL,"United States","Health Care","Hospital/Nursing Management","ACHC","ACHC","ACHC","16:30:03"
"ACHL","2022-05-09","Achilles Therapeutics plc American Depositary Shares",1.96,-0.2,-9.259,76,109,2021,"United Kingdom","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","ACHL","ACHL","ACHL","16:30:03"
"ACHV","2022-05-09","Achieve Life Sciences Inc. Common Shares",6.84,-0.7,-9.284,64,83,NULL,"United States","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","ACHV","ACHV","ACHV","16:30:03"
"ACIU","2022-05-09","AC Immune SA Common Stock",2.92,-0.41,-12.312,243,122,2016,"Switzerland","Health Care","Biotechnology: Pharmaceutical Preparations","ACIU","ACIU","ACIU","16:30:03"
"ACIW","2022-05-09","ACI Worldwide Inc. Common Stock",25.82,-1.11,-4.122,2969,814,NULL,"United States","Technology","EDP Services","ACIW","ACIW","ACIW","16:30:03"
"ACKIT","2022-05-09","Ackrell SPAC Partners I Co. Subunits",10.26,-0.01,-0.097,0,411,2021,"United States","Finance","Diversified Financial Service","ACKIT","ACKIT","ACKIT","16:30:03"
"ACKIU","2022-05-09","Ackrell SPAC Partners I Co. Units",10.42,0.03,0.289,0,1,2020,"United States","Finance","Diversified Financial Service","ACKIU","ACKIU","ACKIU","16:30:03"
"ACLS","2022-05-09","Axcelis Technologies Inc. Common Stock",54.54,-3.66,-6.289,1803,478,2000,"United States","Technology","Industrial Machinery/Components","ACLS","ACLS","ACLS","16:30:03"
"ACLX","2022-05-09","Arcellx Inc. Common Stock",8.53,-0.67,-7.283,304,73,2022,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ACLX","ACLX","ACLX","16:30:03"
"ACMR","2022-05-09","ACM Research Inc. Class A Common Stock",12.9,-1.99,-13.365,762,1036,2017,"United States","Technology","Industrial Machinery/Components","ACMR","ACMR","ACMR","16:30:03"
"ACNB","2022-05-09","ACNB Corporation Common Stock",33.34,-0.54,-1.594,290,23,NULL,"United States","Finance","Major Banks","ACNB","ACNB","ACNB","16:30:03"
"ACON","2022-05-09","Aclarion Inc. Common Stock",1.92,-0.09,-4.478,15,258,2022,"United States","Technology","Retail: Computer Software & Peripheral Equipment","ACON","ACON","ACON","16:30:03"
"ACOR","2022-05-09","Acorda Therapeutics Inc. Common Stock",0.85,-0.12,-12.217,11,194,2006,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","ACOR","ACOR","ACOR","16:30:03"
"ACQR","2022-05-09","Independence Holdings Corp. Class A Ordinary Share",9.79,-0.01,-0.102,607,38,2021,"United States","Finance","Business Services","ACQR","ACQR","ACQR","16:30:03"
"ACQRU","2022-05-09","Independence Holdings Corp. Units",9.86,-0.03,-0.336,0,10,2021,"United States","Finance","Business Services","ACQRU","ACQRU","ACQRU","16:30:03"
"ACRS","2022-05-09","Aclaris Therapeutics Inc. Common Stock",11.15,-0.67,-5.668,737,664,2015,"United States","Health Care","Biotechnology: Commercial Physical & Biological Resarch","ACRS","ACRS","ACRS","16:30:03"
"ACST","2022-05-09","Acasti Pharma Inc. Class A Common Stock",0.94,-0.08,-7.843,41,244,NULL,"Canada","","","ACST","ACST","ACST","16:30:03"
"ACT","2022-05-09","Enact Holdings Inc. Common Stock",22.65,-0.67,-2.873,3688,131,2021,"United States","Finance","Specialty Insurers","ACT","ACT","ACT","16:30:03"
"ACTD","2022-05-09","ArcLight Clean Transition Corp. II Class A Ordinary Share",9.91,0.0,0.0,385,554,2021,"United States","","","ACTD","ACTD","ACTD","16:30:03"
"ACTDU","2022-05-09","ArcLight Clean Transition Corp. II Unit",10.17,0.02,0.197,0,50,2021,"United States","","","ACTDU","ACTDU","ACTDU","16:30:03"
"ACTG","2022-05-09","Acacia Research Corporation (Acacia Tech) Common Stock",4.58,0.05,1.104,212,549,NULL,"United States","Miscellaneous","Multi-Sector Companies","ACTG","ACTG","ACTG","16:30:03"
"ACVA","2022-05-09","ACV Auctions Inc. Class A Common Stock",10.0,-1.12,-10.072,1570,1364,2021,"United States","Technology","EDP Services","ACVA","ACVA","ACVA","16:30:03"
"ACXP","2022-05-09","Acurx Pharmaceuticals Inc. Common Stock",3.5,-0.38,-9.794,35,8,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ACXP","ACXP","ACXP","16:30:03"
"ADAG","2022-05-09","Adagene Inc. American Depositary Shares",2.94,-0.29,-8.978,128,13,2021,"China","Health Care","Biotechnology: Pharmaceutical Preparations","ADAG","ADAG","ADAG","16:30:03"
"ADALU","2022-05-09","Anthemis Digital Acquisitions I Corp Unit",10.26,0.0,0.0,0,0,2021,"United States","","","ADALU","ADALU","ADALU","16:30:03"
"ADAP","2022-05-09","Adaptimmune Therapeutics plc American Depositary Shares",1.54,-0.17,-9.942,241,823,2015,"United Kingdom","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","ADAP","ADAP","ADAP","16:30:03"
"ADBE","2022-05-09","Adobe Inc. Common Stock",376.98,-14.03,-3.588,178123,4217,1986,"United States","Technology","Computer Software: Prepackaged Software","ADBE","ADBE","ADBE","16:30:03"
"ADER","2022-05-09","26 Capital Acquisition Corp. Class A Common Stock",9.88,-0.01,-0.101,339,27,2021,"United States","Finance","Diversified Financial Service","ADER","ADER","ADER","16:30:03"
"ADES","2022-05-09","Advanced Emissions Solutions Inc. Common Stock",5.54,-0.29,-4.974,104,90,NULL,"United States","Basic Industries","Industrial Specialties","ADES","ADES","ADES","16:30:03"
"ADGI","2022-05-09","Adagio Therapeutics Inc. Common Stock",2.74,-0.14,-4.861,300,1125,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ADGI","ADGI","ADGI","16:30:03"
"ADI","2022-05-09","Analog Devices Inc. Common Stock",152.28,-3.85,-2.466,79690,4017,NULL,"United States","Technology","Semiconductors","ADI","ADI","ADI","16:30:03"
"ADIL","2022-05-09","Adial Pharmaceuticals Inc Common Stock",1.3,-0.03,-2.256,30,146,2018,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ADIL","ADIL","ADIL","16:30:03"
"ADMA","2022-05-09","ADMA Biologics Inc Common Stock",1.54,-0.25,-13.966,301,3738,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","ADMA","ADMA","ADMA","16:30:03"
"ADN","2022-05-09","Advent Technologies Holdings Inc. Class A Common Stock",1.88,-0.05,-2.591,38,1258,2018,"United States","Energy","Power Generation","ADN","ADN","ADN","16:30:03"
"ADOC","2022-05-09","Edoc Acquisition Corp. Class A Ordinary Share",10.26,-0.14,-1.344,56,13,2020,"United States","Finance","Business Services","ADOC","ADOC","ADOC","16:30:03"
"ADP","2022-05-09","Automatic Data Processing Inc. Common Stock",209.79,-7.15,-3.296,87639,2601,NULL,"United States","Miscellaneous","Business Services","ADP","ADP","ADP","16:30:03"
